"symbol","total_prices","stock_from_date","stock_to_date","total_earnings","earnings_from_date","earnings_to_date"
"CLNS","1009","2014-06-27","2019-04-12","0","NULL","NULL"
"CLNY","1290","2014-06-27","2019-08-12","14","2014-02-20","2019-05-10"
"CLOU","82","2019-04-16","2019-08-12","0","NULL","NULL"
"CLPR","629","2017-02-10","2019-08-12","10","2017-03-30","2019-08-06"
"CLPS","306","2018-05-24","2019-08-12","0","NULL","NULL"
"CLR","3083","2007-05-15","2019-08-12","42","2009-05-07","2019-08-05"
"CLRB","3458","2005-11-10","2019-08-08","22","2014-03-25","2019-08-12"
"CLRBW","1241","2014-08-15","2019-08-07","0","NULL","NULL"
"CLRBZ","646","2016-04-20","2019-08-08","0","NULL","NULL"
"CLRG","415","2017-12-13","2019-08-08","0","NULL","NULL"
"CLRO","5435","1998-01-02","2019-08-08","36","2009-10-14","2018-11-13"
"CLS","5314","1998-06-30","2019-08-12","41","2009-07-23","2019-07-24"
"CLSD","802","2016-06-02","2019-08-08","14","2016-08-11","2019-08-07"
"CLSN","5145","1999-03-01","2019-08-08","41","2009-05-12","2019-08-14"
"CLUB","3319","2006-06-02","2019-08-08","42","2009-07-29","2019-07-25"
"CLVS","1943","2011-11-16","2019-08-08","31","2012-03-07","2019-08-01"
"CLW","2688","2008-12-05","2019-08-12","41","2009-07-30","2019-07-31"
"CLWT","5435","1998-01-02","2019-08-08","1","2016-04-28","2016-04-28"
"CLX","5437","1998-01-02","2019-08-12","42","2009-05-01","2019-08-01"
"CLXT","517","2017-07-20","2019-08-08","10","2017-09-01","2019-08-06"
"CM","5437","1998-01-02","2019-08-12","39","2009-05-28","2019-08-22"
"CMA","5437","1998-01-02","2019-08-12","41","2009-07-21","2019-07-17"
"CMC","5437","1998-01-02","2019-08-12","41","2009-06-24","2019-06-20"
"CMCL","532","2017-06-29","2019-08-09","6","2017-08-14","2018-11-14"
"CMCM","1325","2014-05-08","2019-08-12","21","2014-06-02","2019-06-14"
"CMCO","5435","1998-01-02","2019-08-08","43","2009-05-20","2019-07-30"
"CMCSA","5435","1998-01-02","2019-08-08","41","2009-08-06","2019-07-25"
"CMCT","5435","1998-01-02","2019-08-08","16","2014-05-12","2018-11-13"
"CMD","5437","1998-01-02","2019-08-12","21","2014-03-11","2019-06-04"
"CME","4196","2002-12-06","2019-08-08","41","2009-07-23","2019-07-31"
"CMFN","1386","2014-02-06","2019-08-08","21","2014-05-14","2019-05-07"
"CMFNL","218","2018-07-13","2019-08-12","0","NULL","NULL"
"CMG","3409","2006-01-26","2019-08-12","41","2009-07-22","2019-07-23"
"CMI","5437","1998-01-02","2019-08-12","41","2009-07-30","2019-07-30"
"CMLS","4515","2001-01-02","2019-08-12","19","2014-04-29","2019-08-08"
"CMO","5437","1998-01-02","2019-08-12","41","2009-07-29","2019-07-24"
"CMP","3942","2003-12-12","2019-08-12","41","2009-07-28","2019-08-06"
"CMPR","3487","2005-09-30","2019-08-08","19","2015-01-28","2019-07-31"
"CMRE","2206","2010-11-04","2019-08-12","36","2010-11-22","2019-07-24"
"CMRX","1594","2013-04-11","2019-08-08","26","2013-05-13","2019-08-08"
"CMS","5437","1998-01-02","2019-08-12","41","2009-07-30","2019-07-25"
"CMSA","358","2018-03-12","2019-08-12","0","NULL","NULL"
"CMSC","217","2018-10-01","2019-08-12","0","NULL","NULL"
"CMSD","116","2019-02-21","2019-08-06","0","NULL","NULL"
"CMSS","428","2017-11-06","2019-07-26","3","2017-12-05","2018-11-13"
"CMSSR","192","2017-11-06","2019-05-07","0","NULL","NULL"
"CMSSU","178","2017-10-26","2019-06-28","0","NULL","NULL"
"CMSSW","233","2017-11-06","2019-06-27","0","NULL","NULL"
"CMT","5436","1998-01-02","2019-08-09","39","2009-05-07","2018-11-08"
"CMTA","431","2017-08-02","2019-06-28","7","2017-11-13","2019-03-29"
"CMTL","5435","1998-01-02","2019-08-08","41","2009-06-03","2019-06-05"
"CMU","5437","1998-01-02","2019-08-12","0","NULL","NULL"
"CNA","5437","1998-01-02","2019-08-12","42","2009-05-04","2019-08-05"
"CNAC","495","2017-08-10","2019-08-07","0","NULL","NULL"
"CNACR","301","2017-08-10","2019-08-08","0","NULL","NULL"
"CNACU","300","2017-06-20","2019-07-17","0","NULL","NULL"
"CNACW","301","2017-08-10","2019-08-08","0","NULL","NULL"
"CNAT","1521","2013-07-25","2019-08-08","24","2013-11-14","2019-08-06"
"CNBKA","5435","1998-01-02","2019-08-08","39","2009-07-14","2019-01-15"
"CNC","4445","2001-12-13","2019-08-12","41","2009-07-28","2019-07-23"
"CNCE","1381","2014-02-13","2019-08-08","23","2014-03-31","2019-08-01"
"CNCR","961","2015-10-14","2019-08-08","0","NULL","NULL"
"CNDT","656","2017-01-03","2019-08-12","11","2017-02-22","2019-08-08"
"CNET","2513","2009-08-14","2019-08-08","32","2010-03-31","2018-11-20"
"CNF","186","2018-11-13","2019-08-12","0","NULL","NULL"
"CNFR","1004","2015-08-13","2019-08-08","17","2015-09-14","2019-08-07"
"CNFRL","189","2018-10-31","2019-08-12","0","NULL","NULL"
"CNHI","1477","2013-09-30","2019-08-12","23","2014-01-30","2019-08-01"
"CNI","5437","1998-01-02","2019-08-12","41","2009-07-20","2019-07-23"
"CNIT","2953","2006-09-12","2018-06-07","0","NULL","NULL"
"CNK","3098","2007-04-24","2019-08-12","42","2009-05-07","2019-08-02"
"CNMD","5435","1998-01-02","2019-08-08","41","2009-07-30","2019-07-31"
"CNNE","433","2017-11-20","2019-08-12","8","2018-03-14","2019-08-08"
"CNO","4008","2003-09-10","2019-08-12","42","2009-05-11","2019-07-30"
"CNOB","5435","1998-01-02","2019-08-08","25","2013-07-25","2019-07-25"
"CNP","5437","1998-01-02","2019-08-12","41","2009-08-05","2019-08-07"
"CNQ","4788","2000-07-31","2019-08-12","42","2009-05-07","2019-08-01"
"CNR","5435","1998-01-02","2019-08-08","1","2019-08-07","2019-08-07"
"CNS","3774","2004-08-16","2019-08-12","41","2009-07-22","2019-07-17"
"CNSL","3536","2005-07-22","2019-08-08","42","2009-05-07","2019-08-01"
"CNST","268","2018-07-19","2019-08-12","4","2019-02-14","2019-08-07"
"CNTF","3589","2005-05-06","2019-08-08","28","2009-05-19","2016-03-28"
"CNTX","1121","2014-08-20","2019-02-01","0","NULL","NULL"
"CNTY","5435","1998-01-02","2019-08-08","42","2009-05-11","2019-08-08"
"CNX","5104","1999-04-30","2019-08-12","41","2009-07-30","2019-07-30"
"CNXM","403","2018-01-04","2019-08-12","20","2014-10-30","2019-07-30"
"CNXN","5395","1998-03-03","2019-08-08","23","2014-01-30","2019-08-01"
"CO","3087","2007-05-09","2019-08-12","36","2010-03-05","2018-11-27"
"COBZ","4666","2000-01-03","2018-07-19","0","NULL","NULL"
"COCP","2054","2011-05-19","2019-08-13","3","2019-04-01","2019-08-09"
"CODA","2709","2008-10-22","2019-08-08","8","2017-09-14","2019-06-13"
"CODI","3331","2006-05-18","2019-08-12","42","2009-05-08","2019-07-31"
"CODX","523","2017-07-12","2019-08-08","3","2019-04-02","2019-08-14"
"COE","798","2016-06-10","2019-08-12","10","2016-08-23","2018-12-17"
"COF","5437","1998-01-02","2019-08-12","41","2009-07-23","2019-07-18"
"COG","5437","1998-01-02","2019-08-12","41","2009-07-23","2019-07-26"
"COGT","2592","2007-12-27","2018-04-13","0","NULL","NULL"
"COHN","3842","2004-05-06","2019-08-09","25","2010-03-04","2018-10-31"
"COHR","5435","1998-01-02","2019-08-08","42","2009-05-07","2019-07-30"
"COHU","5435","1998-01-02","2019-08-08","42","2009-07-22","2019-08-05"
"COKE","5436","1998-01-02","2019-08-09","42","2009-05-07","2019-08-06"
"COL","4393","2001-06-15","2019-04-15","0","NULL","NULL"
"COLB","5436","1998-01-02","2019-08-09","41","2009-07-23","2019-07-25"
"COLD","393","2018-01-19","2019-08-12","6","2018-05-10","2019-08-08"
"COLL","1073","2015-05-07","2019-08-09","17","2015-08-12","2019-08-07"
"COLM","5378","1998-03-27","2019-08-09","41","2009-07-28","2019-07-25"
"COMM","1457","2013-10-25","2019-08-09","24","2013-11-07","2019-08-08"
"COMT","1212","2014-10-16","2019-08-09","0","NULL","NULL"
"CONE","1651","2013-01-18","2019-08-09","26","2013-05-08","2019-07-31"
"CONN","3953","2003-11-25","2019-08-09","41","2009-06-04","2019-05-31"
"COO","5437","1998-01-02","2019-08-12","41","2009-06-04","2019-05-30"
"COOL","4808","1999-08-17","2019-05-21","0","NULL","NULL"
"COOP","1855","2012-03-28","2019-08-12","7","2016-08-05","2019-08-01"
"COP","5437","1998-01-02","2019-08-12","41","2009-07-29","2019-07-30"
"COR","2236","2010-09-23","2019-08-12","36","2010-11-12","2019-07-24"
"CORE","3607","2005-04-13","2019-08-09","42","2009-05-08","2019-08-07"
"CORI","1094","2014-04-03","2018-08-06","0","NULL","NULL"
"CORR","3153","2007-02-02","2019-08-12","27","2013-02-13","2019-07-31"
"CORT","3858","2004-04-14","2019-08-09","42","2009-05-11","2019-08-01"
"CORV","4045","2003-07-17","2019-08-12","19","2014-03-27","2019-08-14"
"COST","5436","1998-01-02","2019-08-09","41","2009-05-28","2019-05-30"
"COT","5436","1998-01-02","2019-08-09","41","2009-07-27","2019-08-08"
"COTV","541","2016-05-26","2018-07-19","0","NULL","NULL"
"COTY","1552","2013-06-13","2019-08-12","24","2013-09-17","2019-05-08"
"COUP","1125","2014-03-07","2019-08-09","11","2016-12-05","2019-06-03"
"COWN","3292","2006-07-13","2019-08-09","40","2009-05-07","2019-07-26"
"COWNL","1092","2014-10-30","2019-08-12","0","NULL","NULL"
"COWNZ","414","2017-12-15","2019-08-09","0","NULL","NULL"
"CP","5437","1998-01-02","2019-08-12","41","2009-07-30","2019-07-16"
"CPA","3436","2005-12-15","2019-08-12","42","2009-05-06","2019-08-07"
"CPAC","1880","2012-02-22","2019-08-12","28","2012-07-27","2019-07-19"
"CPAH","3862","2004-04-07","2019-08-09","35","2009-12-15","2018-09-13"
"CPB","5437","1998-01-02","2019-08-12","41","2009-05-21","2019-06-05"
"CPE","5437","1998-01-02","2019-08-12","42","2009-05-11","2019-08-06"
"CPF","5437","1998-01-02","2019-08-12","40","2009-10-29","2019-07-24"
"CPG","3288","2006-07-20","2019-08-12","23","2014-03-12","2019-07-25"
"CPHC","2750","2008-09-08","2019-08-09","39","2009-05-13","2018-11-14"
"CPHI","4360","2002-04-17","2019-08-09","39","2009-05-15","2018-11-15"
"CPIX","2517","2009-08-11","2019-08-09","41","2009-08-27","2019-08-14"
"CPK","5437","1998-01-02","2019-08-12","42","2009-05-04","2019-08-08"
"CPL","3743","2004-09-29","2019-08-12","33","2009-05-14","2018-11-13"
"CPLA","2941","2006-11-10","2018-07-19","0","NULL","NULL"
"CPLG","302","2018-05-31","2019-08-12","4","2019-02-26","2019-08-13"
"CPLP","3113","2007-03-30","2019-08-09","40","2009-07-31","2019-07-31"
"CPN","2561","2008-01-10","2018-07-19","0","NULL","NULL"
"CPRI","1925","2011-12-15","2019-08-12","18","2014-02-04","2019-08-07"
"CPRT","5436","1998-01-02","2019-08-09","41","2009-06-03","2019-05-22"
"CPRX","3209","2006-11-08","2019-08-09","42","2009-05-14","2019-08-07"
"CPS","2318","2010-05-27","2019-08-12","24","2013-10-30","2019-08-01"
"CPSH","5436","1998-01-02","2019-08-09","35","2009-08-11","2018-10-31"
"CPSI","4336","2002-05-21","2019-08-09","41","2009-07-23","2019-08-06"
"CPSS","5436","1998-01-02","2019-08-09","41","2009-08-14","2019-07-24"
"CPST","4807","2000-06-30","2019-08-09","42","2009-06-15","2019-08-08"
"CPT","5437","1998-01-02","2019-08-12","41","2009-07-30","2019-07-25"
"CPTA","1479","2013-09-25","2019-08-09","24","2013-11-13","2019-08-05"
"CPTAG","551","2017-06-02","2019-08-09","0","NULL","NULL"
"CPTAL","557","2017-05-23","2019-08-08","0","NULL","NULL"
"CQH","1257","2013-12-13","2018-12-18","0","NULL","NULL"
"CQP","3120","2007-03-21","2019-08-09","41","2009-05-08","2019-02-27"
"CR","5437","1998-01-02","2019-08-12","41","2009-07-27","2019-07-22"
"CRAI","5359","1998-04-24","2019-08-09","41","2009-06-09","2019-08-01"
"CRAY","5436","1998-01-02","2019-08-09","41","2009-08-04","2019-08-02"
"CRBP","1194","2014-11-11","2019-08-09","19","2015-02-10","2019-08-08"
"CRC","1193","2014-11-13","2019-08-12","19","2015-02-19","2019-08-01"
"CRCM","1397","2014-01-24","2019-08-12","23","2014-02-26","2019-08-06"
"CRED","2910","2007-01-11","2018-08-10","0","NULL","NULL"
"CREE","5436","1998-01-02","2019-08-09","41","2009-08-11","2019-08-20"
"CREG","3702","2004-11-24","2019-08-09","34","2009-08-21","2018-05-15"
"CRESY","5436","1998-01-02","2019-08-09","29","2010-05-14","2018-11-12"
"CREX","1553","2013-05-31","2019-08-13","13","2014-12-01","2019-08-08"
"CREXW","73","2018-11-15","2019-08-13","0","NULL","NULL"
"CRF","5436","1998-01-02","2019-08-09","0","NULL","NULL"
"CRH","5437","1998-01-02","2019-08-12","0","NULL","NULL"
"CRHM","990","2015-09-03","2019-08-09","14","2015-10-29","2019-03-13"
"CRI","3976","2003-10-24","2019-08-12","41","2009-07-28","2019-07-25"
"CRIS","4786","2000-08-01","2019-08-09","40","2009-05-05","2019-03-26"
"CRK","5437","1998-01-02","2019-08-12","41","2009-05-04","2019-08-07"
"CRL","4813","2000-06-23","2019-08-12","42","2009-05-05","2019-07-31"
"CRM","3811","2004-06-23","2019-08-12","42","2009-05-21","2019-08-22"
"CRMD","2327","2010-05-13","2019-08-09","36","2010-11-09","2019-08-13"
"CRME","3738","2003-07-15","2018-06-07","0","NULL","NULL"
"CRMT","5436","1998-01-02","2019-08-09","42","2009-06-23","2019-08-15"
"CRNT","4783","2000-08-04","2019-08-09","41","2009-07-20","2019-08-12"
"CRNX","270","2018-07-18","2019-08-13","5","2019-02-12","2019-08-13"
"CRON","778","2016-07-12","2019-08-13","3","2019-03-26","2019-08-08"
"CROX","3399","2006-02-08","2019-08-09","42","2009-05-07","2019-08-01"
"CRR","5437","1998-01-02","2019-08-12","41","2009-07-30","2019-07-25"
"CRS","5437","1998-01-02","2019-08-12","41","2009-07-30","2019-08-01"
"CRSA","79","2019-04-18","2019-08-09","0","NULL","NULL"
"CRSAU","75","2019-03-08","2019-08-06","0","NULL","NULL"
"CRSAW","15","2019-04-17","2019-07-10","0","NULL","NULL"
"CRSP","706","2016-10-19","2019-08-09","12","2016-11-22","2019-07-29"
"CRT","5437","1998-01-02","2019-08-12","33","2010-10-25","2018-11-06"
"CRTO","1454","2013-10-30","2019-08-09","24","2013-11-14","2019-07-31"
"CRTX","64","2019-05-09","2019-08-08","2","2019-06-12","2019-08-09"
"CRUS","5436","1998-01-02","2019-08-09","41","2009-07-22","2019-07-31"
"CRUSC","391","2018-01-11","2019-08-01","0","NULL","NULL"
"CRVL","5436","1998-01-02","2019-08-09","40","2009-06-04","2019-02-05"
"CRVP","4586","2000-01-03","2018-03-26","0","NULL","NULL"
"CRVS","852","2016-03-23","2019-08-09","14","2016-05-05","2019-08-01"
"CRWD","41","2019-06-12","2019-08-08","1","2019-07-18","2019-07-18"
"CRWS","3988","2003-10-07","2019-08-09","42","2009-07-01","2019-08-14"
"CRY","5437","1998-01-02","2019-08-12","41","2009-07-30","2019-07-30"
"CRZO","5436","1998-01-02","2019-08-09","41","2009-05-11","2019-05-07"
"CS","5437","1998-01-02","2019-08-12","37","2009-11-05","2019-07-31"
"CSA","1031","2015-07-08","2019-08-09","0","NULL","NULL"
"CSB","1031","2015-07-08","2019-08-09","0","NULL","NULL"
"CSBK","3498","2004-05-11","2018-06-07","0","NULL","NULL"
"CSBR","3152","2007-02-02","2019-08-09","38","2009-09-14","2019-03-18"
"CSCO","5436","1998-01-02","2019-08-09","42","2009-05-06","2019-08-14"
"CSF","1265","2014-08-01","2019-08-09","0","NULL","NULL"
"CSFL","4661","2001-01-30","2019-08-09","39","2009-10-23","2019-07-23"
"CSGP","5312","1998-07-01","2019-08-09","41","2009-07-22","2019-07-23"
"CSGS","5436","1998-01-02","2019-08-09","41","2009-07-28","2019-08-07"
"CSII","3302","2006-06-28","2019-08-09","42","2009-05-06","2019-08-06"
"CSIQ","3208","2006-11-09","2019-08-09","42","2009-05-26","2019-08-15"
"CSJ","2910","2007-01-11","2018-08-10","0","NULL","NULL"
"CSL","5437","1998-01-02","2019-08-12","41","2009-07-22","2019-07-23"
"CSLT","1363","2014-03-14","2019-08-12","23","2014-05-07","2019-07-30"
"CSML","563","2017-05-16","2019-08-09","0","NULL","NULL"
"CSOD","2114","2011-03-17","2019-08-09","34","2011-05-12","2019-08-05"
"CSPI","5436","1998-01-02","2019-08-09","39","2009-05-06","2018-12-27"
"CSQ","3866","2004-04-01","2019-08-09","0","NULL","NULL"
"CSRA","590","2015-11-30","2018-04-04","0","NULL","NULL"
"CSS","5437","1998-01-02","2019-08-12","42","2009-05-21","2019-08-01"
"CSSE","497","2017-08-18","2019-08-09","7","2017-10-02","2019-08-14"
"CSSEP","284","2018-06-27","2019-08-13","0","NULL","NULL"
"CSTE","1858","2012-03-22","2019-08-09","30","2012-05-08","2019-08-07"
"CSTM","1566","2013-05-23","2019-08-12","24","2013-08-29","2019-07-24"
"CSTR","725","2016-09-22","2019-08-09","12","2016-10-27","2019-07-25"
"CSU","5437","1998-01-02","2019-08-12","42","2009-05-05","2019-08-08"
"CSV","5437","1998-01-02","2019-08-12","43","2009-05-06","2019-07-31"
"CSWC","5436","1998-01-02","2019-08-09","27","2012-02-08","2019-08-05"
"CSWCL","413","2017-12-18","2019-08-09","0","NULL","NULL"
"CSWI","971","2015-10-01","2019-08-09","16","2015-11-16","2019-08-08"
"CSX","5436","1998-01-02","2019-08-09","41","2009-07-13","2019-07-16"
"CTAA","889","2016-02-01","2019-08-12","0","NULL","NULL"
"CTAC","195","2018-10-30","2019-08-13","0","NULL","NULL"
"CTACU","210","2018-10-05","2019-08-13","0","NULL","NULL"
"CTACW","72","2018-10-31","2019-08-13","0","NULL","NULL"
"CTAS","5436","1998-01-02","2019-08-09","41","2009-07-15","2019-07-16"
"CTB","5437","1998-01-02","2019-08-12","42","2009-05-06","2019-07-29"
"CTBB","747","2016-08-23","2019-08-12","0","NULL","NULL"
"CTBI","5436","1998-01-02","2019-08-09","41","2009-07-15","2019-07-17"
"CTDD","576","2017-04-28","2019-08-12","0","NULL","NULL"
"CTEK","483","2017-09-08","2019-08-09","34","2011-05-17","2019-08-13"
"CTG","5436","1998-01-02","2019-08-09","25","2013-07-22","2019-07-23"
"CTHR","5436","1998-01-02","2019-08-09","39","2009-05-05","2018-11-01"
"CTIB","4078","2003-05-29","2019-08-08","39","2009-05-14","2018-11-13"
"CTIC","5436","1998-01-02","2019-08-09","42","2009-05-07","2019-08-01"
"CTK","218","2018-09-28","2019-08-12","5","2019-02-13","2019-08-20"
"CTL","5437","1998-01-02","2019-08-12","41","2009-08-06","2019-08-07"
"CTLT","1267","2014-07-31","2019-08-12","20","2014-09-04","2019-05-07"
"CTMX","966","2015-10-08","2019-08-09","16","2015-11-23","2019-08-07"
"CTO","5436","1998-01-02","2019-08-09","41","2009-07-16","2019-07-17"
"CTR","1792","2012-06-27","2019-08-12","0","NULL","NULL"
"CTRA","750","2016-08-18","2019-08-13","3","2019-04-01","2019-08-14"
"CTRC","4679","2001-01-02","2019-08-12","14","2014-02-13","2017-11-14"
"CTRE","1310","2014-05-29","2019-08-09","21","2014-08-13","2019-08-06"
"CTRL","1510","2013-08-02","2019-08-01","24","2013-08-29","2019-05-09"
"CTRM","123","2019-02-11","2019-08-06","0","NULL","NULL"
"CTRN","3582","2005-05-18","2019-08-09","42","2009-05-20","2019-08-22"
"CTRP","3944","2003-12-09","2019-08-09","41","2009-05-11","2019-05-22"
"CTRV","1374","2014-02-11","2019-07-26","9","2015-05-14","2018-05-15"
"CTS","5437","1998-01-02","2019-08-12","41","2009-07-27","2019-07-25"
"CTSH","5320","1998-06-19","2019-08-09","42","2009-05-05","2019-07-31"
"CTSO","1179","2013-11-07","2019-08-09","26","2013-04-03","2019-08-06"
"CTST","484","2017-08-24","2019-08-06","1","2019-03-28","2019-03-28"
"CTT","218","2017-09-07","2018-07-19","23","2014-03-13","2019-08-01"
"CTU","1532","2012-08-03","2019-04-02","0","NULL","NULL"
"CTV","1225","2014-09-30","2019-08-12","0","NULL","NULL"
"CTVA","53","2019-05-24","2019-08-08","1","2019-08-01","2019-08-01"
"CTW","1589","2012-05-10","2018-08-31","0","NULL","NULL"
"CTWS","5436","1998-01-02","2019-08-09","41","2009-05-08","2019-08-08"
"CTX","1607","2012-04-03","2019-04-02","0","NULL","NULL"
"CTXR","528","2017-07-06","2019-08-09","1","2019-05-15","2019-05-15"
"CTXRW","254","2017-08-03","2019-08-09","0","NULL","NULL"
"CTXS","5436","1998-01-02","2019-08-09","41","2009-07-22","2019-07-24"
"CTY","1565","2013-05-24","2019-08-12","0","NULL","NULL"
"CTZ","979","2015-09-22","2019-08-12","0","NULL","NULL"
"CUB","5437","1998-01-02","2019-08-12","38","2009-05-07","2019-08-06"
"CUBA","5436","1998-01-02","2019-08-09","0","NULL","NULL"
"CUBE","3726","2004-10-22","2019-08-12","32","2011-11-03","2019-07-25"
"CUBI","1881","2012-02-21","2019-08-12","25","2013-07-15","2019-07-24"
"CUBS","1258","2013-08-02","2018-08-10","0","NULL","NULL"
"CUDA","1075","2013-11-06","2018-06-06","0","NULL","NULL"
"CUE","404","2018-01-02","2019-08-09","5","2018-08-13","2019-08-08"
"CUI","5008","1999-09-15","2019-08-09","31","2012-03-26","2019-08-09"
"CUK","4730","2000-10-23","2019-08-13","37","2009-09-22","2018-12-20"
"CULP","5438","1998-01-02","2019-08-13","21","2014-02-25","2019-06-12"
"CUO","5436","1998-01-02","2019-08-09","38","2009-05-19","2018-11-13"
"CUR","3180","2006-12-20","2019-08-09","38","2009-05-15","2018-11-14"
"CURO","422","2017-12-07","2019-08-13","6","2018-04-26","2019-07-29"
"CUTR","3867","2004-03-31","2019-08-09","42","2009-05-04","2019-08-08"
"CUZ","5438","1998-01-02","2019-08-13","42","2009-05-05","2019-07-24"
"CVA","5438","1998-01-02","2019-08-13","41","2009-07-22","2019-07-25"
"CVBF","5436","1998-01-02","2019-08-09","41","2009-07-15","2019-07-24"
"CVCO","4056","2003-07-01","2019-08-09","42","2009-05-14","2019-07-29"
"CVCY","5141","1999-03-08","2019-08-09","41","2009-07-14","2019-07-17"
"CVE","2450","2009-11-17","2019-08-13","39","2010-02-11","2019-07-25"
"CVEO","1319","2014-05-19","2019-08-13","21","2014-08-12","2019-07-29"
"CVET","131","2019-02-05","2019-08-12","3","2019-05-09","2019-08-13"
"CVG","5118","1998-08-13","2019-03-08","0","NULL","NULL"
